"Id Empenho";"CÛdigo Empenho";"CÛdigo Categoria de Despesa";"Categoria de Despesa";"CÛdigo Grupo de Despesa";"Grupo de Despesa";"CÛdigo Modalidade de AplicaÁ„o";"Modalidade de AplicaÁ„o";"CÛdigo Elemento de Despesa";"Elemento de Despesa";"CÛdigo SubElemento de Despesa";"SubElemento de Despesa";"DescriÁ„o";"Quantidade";"Valor Unit·rio";"Valor Total"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"BALANCEAMENTO EM VEICULO AUTOMOTIVO                                           000010154                                                                     ServiÁos de balanceamento de rodas para veÌculos pesados.";",02500";"40,00000";"1,00000"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"MANUTENCAO DE VEICULOS LEVES - PARTE MECANICA                                 000005860                                                                     ServiÁos de geometria para veÌculos leves e mÈdios.";",01667";"59,98000";",99987"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"MANUTENCAO DE VEICULOS LEVES - PARTE MECANICA                                 000005860                                                                     ServiÁos de lubrificaÁ„o para veÌculos leves e mÈdios.";",02525";"39,60000";",99990"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"MANUTENCAO DE VEICULOS PESADOS - PARTE MECANICA                               000005878                                                                     ServiÁos de lubrificaÁ„o para veÌculos pesados.";",02014";"49,65000";",99995"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"19";"MANUTENCAO E CONSERV. DE VEICULOS";"MANUTENCAO DE VEICULOS LEVES - PARTE MECANICA                                 000005860                                                                     M„o de obra mec‚nica para veÌculos leves e mÈdios.";",02247";"44,50000";",99992"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque dentro do municÌpio de Santo ¬ngelo para veÌculos pesados.";",00787";"127,06000";",99996"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque fora do municÌpio de Santo ¬ngelo para veÌculos leves ou mÈdios.";",01250";"80,00000";"1,00000"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque dentro do municÌpio de Santo ¬ngelo para veÌculos leves ou mÈdios.";",01261";"79,30000";",99997"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque fora do municÌpio de Santo ¬ngelo para veÌculos pesados (adicional por quilÙmetro rodado).";",40000";"2,50000";"1,00000"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque fora do municÌpio de Santo ¬ngelo para veÌculos leves ou mÈdios (adicional por quilÙmetro rodado).";",50000";"2,00000";"1,00000"
"49471678";"170185000012018NE800015";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"61";"SERVICOS DE SOCORRO E SALVAMENTO";"GUINCHO / REBOQUE                                                             000016160                                                                     ServiÁo de Reboque fora do municÌpio de Santo ¬ngelo para veÌculos pesados.";",00769";"130,03000";",99993"
"49572192";"170185000012018NE800013";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"LOCACAO EQUIPAMENTOS DE IMPRESSAO                                             000017990                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de serviÁos de locaÁ„o de 17 (dezessete) m·quinas fotocopiadoras para a DRF/Santo ¬ngelo e as unidades administrativas da DRF/SAO, localizadas nas cidades de Cruz Alta, IjuÌ, Frederico Westphalen, Palmeira das Missıes, Porto Xavier, Porto Mau·, Santa Rosa, S„o Luiz Gonzaga e TrÍs Passos, com reposiÁ„o de todas as peÁas e suprimentos que se fizerem necess·rios, exceto papel, pelo prazo de 48 (quarenta e oito) meses";"48,00000";"142,85000";"6856,80000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     Troca completa de fechadura com fornecimento de material.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     Abertura de porta ou arm·rio ou mesa.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     Conserto de fechadura.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     MudanÁa de segredo de fechadura.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     CÛpia de chave simples sem modelo.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     ColocaÁ„o de maÁaneta simples.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     CÛpia de chave simples com modelo.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     ColocaÁ„o de fechadur com fornecimento de material em mesa, arm·rio ou arquivo.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     CÛpia d tetra-chave.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     InstalaÁ„o de fechadura tetra-chave.";"1,00000";"50,00000";"50,00000"
"49572254";"250025000012018NE800017";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"20";"MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS";"CHAVEIRO                                                                      000005436                                                                     Abertura de cofre.";"1,00000";"50,00000";"50,00000"
"49572596";"170178000012018NE800025";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     ContrataÁ„o da CORSAN, para prestaÁ„o de serviÁos de abastecimento de ·gua e de coleta, afastamento e tratamento de esgoto sanit·rio,para a AgÍncia da Receita Federal do Brasil em Bento GonÁalves, a partir de 01/01/2018, por perÌodo indeterminado.";",13393";"4031,95000";"539,99906"
"49572622";"170183000012018NE800020";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"46";"SERVICOS DOMESTICOS";"PRESTACAO DE SERVICOS DE COPEIRAGEM                                           000014397                                                                     ContrataÁ„o de pessoa jurÌdica para prestaÁ„o de serviÁos continuados de copeiragem, com dedicaÁ„o exclusiva de m„o de obra, a serem executados no prÈdio sede da DRF/STM, localizado ‡ Rua Riachuelo, n∫ 80, bairro Centro, em Santa Maria/RS, com vigÍncia inicial de 12 (doze) meses.";"3,00000";"3091,70000";"9275,10000"
"49572660";"170183000012018NE800040";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"47";"OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS";"22";"CONTRIBUICAO P/ CUSTEIO DE ILUMINACAO PUBLICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o direta da empresa AES Sul Distribuidora Ga˙cha de Energia S.A. para prestaÁ„o de serviÁos continuados de fornecimento de energia elÈtrica para a AgÍncia da Receita Federal do Brasil em Santiago";"60,00000";",32000";"19,20000"
"49572789";"170180000012018NE800010";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     ContrataÁ„o de prestaÁ„o de serviÁo de fornecimento de ·gua pot·vel e coleta de esgoto sanit·rio, destinado a atender a Delegacia da Receita Federal do Brasil em Pelotas no exercÌcio de 2018, no valor  global estimado de R$ 17.180,57.";",26192";"17180,81000";"4499,99776"
"49572826";"200346000012018NE000009";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"1,00000";"18408,00000";"18408,00000"
"49671818";"200346000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     ContrataÁ„o da empresa SAAE - ServiÁo AutÙnomo de ¡gua e Esgoto, para prestaÁ„o dos serviÁos de fornecimento de ·gua e coleta de esgoto na Delegacia de Juazeiro/BA, de forma contÌnua.";"12,00000";"416,66000";"4999,92000"
"49671836";"200346000012018NE800025";"S";"Sigiloso";"S";"Sigiloso";"-4";"Sigiloso";"-4";"Sigiloso";"-4";"InformaÁ„o protegida por sigilo nos termos da";"InformaÁ„o protegida por sigilo nos termos da legislaÁ„o vigente";"12,00000";"1666,66000";"19999,92000"
"49671853";"200346000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"03";"VIGILANCIA OSTENSIVA";"SERVICO DE VIGILANCIA ARMADA                                                  000024015                                                                     01 Posto Diurno 12X36, Segunda-feira ‡ domingo, dois empregados.";"1,00000";"8575,65000";"8575,65000"
"49671853";"200346000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"03";"VIGILANCIA OSTENSIVA";"SERVICO DE VIGILANCIA ARMADA                                                  000024015                                                                     01 posto noturno 12X36, segunda-feira a domingo, 02 empregados";"1,00000";"8811,34000";"8811,34000"
"49671853";"200346000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"03";"VIGILANCIA OSTENSIVA";"SERVICO DE VIGILANCIA ARMADA                                                  000024015                                                                     01 posto diurno 12X36, segunda-feira a domingo, 02 empregados";"1,00000";"8811,34000";"8811,34000"
"49671853";"200346000012018NE800007";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"37";"LOCACAO DE MAO-DE-OBRA";"03";"VIGILANCIA OSTENSIVA";"SERVICO DE VIGILANCIA ARMADA                                                  000024015                                                                     01 Posto Noturno 12X36, segunda-feira ‡ domingo, 02 empregados";"1,00000";"8575,65000";"8575,65000"
"49671879";"170177000012018NE800026";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"92";"DESPESAS DE EXERCICIOS ANTERIORES";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"LOCACAO DE IMOVEL                                                             000004316                                                                     ContrataÁ„o de prestaÁ„o de serviÁos de locaÁ„o de imÛvel destinado ‡s instalaÁıes e uso da AgÍncia da Receita Federal do Brasil de Viam„o/RS.";"1,00000";"92,04000";"92,04000"
"49672149";"170185000012018NE800024";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"PRESTACAO DE SERVICO DE LIMPEZA E CONSERVACAO - OUTRAS                        NECESSIDADES 000024023                                                        PrestaÁ„o de serviÁos continuados de limpeza, com dedicaÁ„o exclusiva de m„o de obra e fornecimento de material (inclusive papel toalha, papel higiÍnico e sabonete lÌquido), a serem executados nos imÛveis de uso da Delegacia da Receita Federal do Brasil em Santo ¬ngelo e unidades administrativas subordinadas, localizadas nas cidades de Cruz Alta, Frederico Westphalen, IjuÌ, Palmeira das Missıes, Porto Mau·, Porto Xavier, Santa Rosa, S„o Luiz Gonzaga e TrÍs Passos,";"12,00000";"12265,57000";"147186,84000"
"49672150";"170185000012018NE800025";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem simples/r·pida de caminhıes furg„o, feita na parte interna e externa do veÌculo, retirando toda a sujeira, observada na pintura,utilizando shampoo neutro e biodegrad·vel, incluindo a lavagem das entre-portas, para-choque, pneus, aros, telas, farÛis, atingindo todos os pontos desejados. Secagem com flanela limpa e conservada.";",08547";"117,00000";"9,99999"
"49672412";"170178000012018NE800018";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     LigaÁıes cuja origem È Bento GonÁalves e o destino se encontra  dentro da ·rea geogr·fica abrangida por esta cidade e outros serviÁos correlatos da telefonia  local.";"12,00000";"500,00000";"6000,00000"
"49672767";"170180000012018NE800025";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"39";"MATERIAL P/ MANUTENCAO DE VEICULOS";"1,00000 meses                                                                 PE«A MEC¬NICA/EL…TRICA - VEÕCULO AUTOMOTIVO                                   PE«A MEC¬NICA/EL…TRICA - VEÕCULO AUTOMOTIVO, no perÌodo de 12 meses com fornecimento de desconto de 10                                                      MARCA: Ricardo Reinhardt  ITEM DO PROCESSO: 00009  ITEM DE MATERIAL: 000096695";"1,00000";"1000,00000";"1000,00000"
"49672849";"170180000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem de veÌculo leve/mÈdio a ser utilizada 60 vezes por ano para frota de Pelotas";"60,00000";"1,83000";"109,80000"
"49672849";"170180000012018NE800027";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"78";"LIMPEZA E CONSERVACAO";"LAVAGEM DE VEICULO AUTOMOTIVO                                                 000013544                                                                     Lavagem de veÌculo pesado a ser utilizada 8 vezes por ano para frota de Pelotas";"8,00000";"19,37000";"154,96000"
"49771898";"170177000012018NE800047";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"PRESTACAO DE SERVICO DE VIGILANCIA E SEGURANCA - ELETRONICA-                  OUTRAS NECESSIDADES 000024155                                                 contrataÁ„o de empresa especializada na prestaÁ„o de serviÁo terceirizado, de natureza contÌnua, de vigil‚ncia e seguranÁa eletrÙnica, com implantaÁ„o de sistema de alarme em comodato, incluindo a instalaÁ„o, manutenÁ„o preventiva e corretiva de todos os equipamentos, treinamento de operaÁ„o, suporte tÈcnico, monitoramento remoto 24 (vinte quatro) horas do dia, inclusive s·bados, domingos e feriados, alÈm de intervenÁ„o presencial quando necess·ria, pelo perÌodo d";"1,00000";"1,00000";"1,00000"
"49771943";"170185000012018NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"12";"LOCACAO DE MAQUINAS E EQUIPAMENTOS";"LOCACAO DE EQUIPAMENTOS DE TELECOMUNICACOES                                   000004065                                                                     ContrataÁ„o de pessoa jurÌdica para a prestaÁ„o de serviÁos de locaÁ„o de uma Central Privada de ComutaÁ„o TelefÙnica de Comando por Programa Armazenado Temporal (CPCT/CPAT) para a Delegacia da Receita Federal do Brasil em Santo ¬ngelo, pelo prazo de 48 (quarenta e oito) meses.";"48,00000";"104,33000";"5007,84000"
"49771947";"511674572022018NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"43";"SERVICOS DE ENERGIA ELETRICA";"ENERGIA ELETRICA - FORNECIMENTO                                               000004120                                                                     ContrataÁ„o do serviÁo de fornecimento de energia elÈtrica para atender ‡ demanda da GerÍncia Executiva em Itabuna e suas APS em Belmonte, Camacan, Canavieiras, Caravelas, Coaraci, Eun·polis, Gandu, IbicaraÌ, Ibirapitanga, Ibirataia, IlhÈus, Ipia˙, Itabela, Itabuna, Itamaraju, ItanhÈm, Medeiros Neto, Mucuri, Prado,   Teixeira de Freitas e Ubaitaba.";"1,00000";"50130,00000";"50130,00000"
"49772337";"170178000012018NE800001";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"SERVICO DE VIGILANCIA ARMADA                                                  000024015                                                                     PrestaÁ„o de serviÁos continuados de vigil‚ncia e seguranÁa armada, com fornecimento de todos materiais, armamentos e equipamentos, com vigÍncia inicial de 12 (doze) meses, a serem prestados na cidade de Caxias do Sul/RS, no prÈdio sede da DRF/CXL. Os serviÁos ser„o prestados nos turnos diurno e noturno, na escala 12x36h, de segunda-feira a domingo.";"3,06189";"43590,60000";"133469,62223"
"49773196";"170179000012018NE800009";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     PrestaÁ„o dos serviÁos de abastecimento de ·gua e esgotamento sanit·rio para o prÈdio sede da Delegacia da Receita Federal do Brasil em Passo Fundo, localizado na Rua Paissandu, n∫ 753, Centro, Passo Fundo - RS, para o perÌodo de 01-01-2017 atÈ 31-12-2021.";"60,00000";"15,33000";"919,80000"
"49871811";"170182000012018NE800004";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"77";"VIGILANCIA OSTENSIVA/MONITORADA/RASTREAMENTO";"PRESTACAO DE SERVICO DE VIGILANCIA E SEGURANCA - ORGANICA -                   OUTRAS NECESSIDADES 000024147                                                 ContrataÁ„o de pessoa jurÌdica especializada para a prestaÁ„o de serviÁos continuados de vigil‚ncia e seguranÁa armada, com dedicaÁ„o exclusiva de m„o de obra, com vigÍncia inicial de 12 (doze) meses, a contar da data da assinatura do contrato, podendo ser prorrogada por iguais e sucessivos perÌodos limitada a 60 (sessenta) meses, a serem executados na cidade do Rio Grande/RS, conforme Anexo I deste Edital.";"3,00000";"41274,70000";"123824,10000"
"49872529";"170180000012018NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"44";"SERVICOS DE AGUA E ESGOTO";"FORNECIMENTO DE AGUA E COLETA DE ESGOTO SANITARIO                             000022845                                                                     ContrataÁ„o de prestaÁ„o de serviÁo de fornecimento de ·gua pot·vel e coleta de esgoto sanit·rio, destinado a atender a Inspetoria da Receita Federal do Brasil em BagÈ e ao depÛsito pertencente ‡ Receita Federal do Brasil situado na rua General Flores da Cunha, 260, em BagÈ, no exercÌcio de 2018.";",26255";"5713,19000";"1499,99804"
"49872655";"770200000012018NE000002";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"45";"SERVICOS DE GAS";"DESPESAS COM SERVICO DE FORNECIMENTO DE GAS";"1,00000";"500,00000";"500,00000"
"49971657";"200346000012018NE800020";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"24";"MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES";"12,00000 mÍs                                                                  PE«A/COMPONENTE ELEVADOR                                                      PE«A/COMPONENTE ELEVADOR, NOME ELEVADOR / COMPONENTES - CARGA  - este item n„o ser· objeto de lances, sendo destinado a ressarcimento das peÁas eventualmente substituÌdas, devendo o licitante na sua proposta original apenas repetir este valor)                                                                     MARCA: MÛdulo Elevadores  ITEM DO PROCESSO: 00002  ITEM DE MATERIAL: 000022942";"12,00000";"83,33000";"999,96000"
"49971661";"200346000012018NE800011";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"58";"SERVICOS DE TELECOMUNICACOES";"TELEFONIA FIXA COMUTADA / CONVENCIONAL                                        000021873                                                                     ServiÁo TelefÙnico Fixo Comutado de Longa Dist‚ncia Nacional Intra-Regional, Longa Dist‚ncia Nacional Inter-Regional e  Longa Dist‚ncia Internacional assim entendido as chamadas originadas das Centrais TelefÙnicas ou linhas diretas das unidades do Departamento de PolÌcia Federal localizadas no municÌpio de FEIRA DE SANTANA, destinadas a telefones de todas as REGI’ES do PGO (I, II e III) e ao exterior.";"12,00000";"214,76000";"2577,12000"
